id,rate_unemployment,percent_college,percent_married,median_income,average_act,percent_lunch,year,state,zip_code,school_type,school_level
100153000158,-0.02299655999295651,-0.03598734377065704,0.004192695804811963,57929.0,15.6153846153846,0.11452432842162547,2016-2017,DE,19973,Regular School,High
100162000299,0.0045194290247494995,-0.06629369952938602,-0.10005418016596712,51103.0,17.026862026862,-0.1381998614357326,2016-2017,DE,19977,Regular School,High
100185000194,0.02108390576960549,-0.19574550540851804,-0.08202162590682904,50739.0,15.996336996337,0.03343998197444542,2016-2017,DE,19950,Regular School,High
120000207982,-0.02968806703671681,0.17024602530674793,-0.11996912925781811,43352.0,21.031746031746,-0.11716114012013057,2016-2017,FL,32835,Regular School,Other
120003000013,0.02304847531005849,0.162874177550275,-0.2753182778290071,19782.0,24.035409035409,-0.03956196734329259,2016-2017,FL,32609,Regular School,High
120003000019,-0.05639982522215941,0.08541078934622592,0.01924786775925391,54225.0,21.6910866910867,0.011121991877251436,2016-2017,FL,32669,Regular School,High
120003000020,-0.043556911095608206,0.07395923064001697,-0.0317228772690481,46554.0,22.6678876678877,-0.05443388772182156,2016-2017,FL,32615,Regular School,High
120003000028,0.018555114003565493,-0.18713006070284804,-0.18461819016150005,33354.0,26.7216117216117,0.0689213302187564,2016-2017,FL,32641,Regular School,High
120003000029,-0.06822387237395221,0.240531522565142,0.04771539937201896,75341.0,23.3516483516484,-0.15613018542388457,2016-2017,FL,32606,Regular School,High
120006000035,-0.0033734077275905106,-0.18933064814635803,0.15669505857408594,65391.0,17.4908424908425,-0.0312883711664706,2016-2017,FL,32040,Regular School,High
120009000039,0.11178406742791348,-0.024259620017617056,0.11094554164698889,25747.0,22.6190476190476,0.06540644960859543,2016-2017,FL,32401,Regular School,High
120009000064,0.010825260905035494,-0.21699885173623507,-0.21453435096044005,35256.0,20.3724053724054,0.044303070787536425,2016-2017,FL,32401,Regular School,High
120009000067,-0.05466315351522011,-0.04787937330974601,-0.061842710398782086,43151.0,23.1562881562882,-0.12309230619278055,2016-2017,FL,32444,Regular School,High
120009004305,-0.016629848040054213,0.077465423699967,-0.23862143331815205,48778.0,23.2783882783883,-0.06335563482781259,2016-2017,FL,32407,Regular School,High
120009007903,0.08197480312273649,0.10247453448713895,-0.2624096718354791,25392.0,22.7411477411477,-0.2939613943946536,2016-2017,FL,32404,Regular School,High
120012000070,0.032518736177129484,-0.09651104657731802,-0.12162297610558603,33636.0,17.979242979243,-0.004349747824504591,2016-2017,FL,32091,Regular School,High
120015000078,0.1049103487513265,0.06324975792546095,-0.13553333159244807,29099.0,22.032967032967,-0.10300400241921659,2016-2017,FL,32780,Regular School,High
120015000088,-0.012652994899127107,0.020697954053880974,-0.28123563767211307,41615.0,22.8632478632479,-0.08439755665740956,2016-2017,FL,32796,Regular School,High
120015000090,0.06293370723232548,-0.21703712732044106,-0.5172419843854381,20625.0,22.6434676434676,-0.15097002262889958,2016-2017,FL,32955,Regular School,High
120015000100,0.08641477629510448,-0.171717812678696,-0.31867286647616905,30345.0,20.006105006105,0.17655308387814145,2016-2017,FL,32926,Regular School,High
120015000103,0.07844539135803048,0.06710178259628896,-0.16614557649040707,28940.0,23.0586080586081,-0.20238403854428058,2016-2017,FL,32901,Regular School,High
120015000104,0.014640209549957497,0.11682980523938491,-0.08687022998817007,42364.0,22.5457875457875,0.023536845755520397,2016-2017,FL,32901,Regular School,High
120015000109,0.05621834555816051,-0.02849970118780809,-0.01988936665650709,42823.0,21.5445665445665,-0.06722964691346955,2016-2017,FL,32935,Regular School,High
120015000118,0.057660503464366505,0.10790932375053797,-0.055433829104886034,37185.0,22.3504273504273,-0.20171327809366957,2016-2017,FL,32953,Regular School,High
120015000119,0.057660503464366505,0.10790932375053797,-0.055433829104886034,37185.0,25.8424908424908,-0.34259585229207146,2016-2017,FL,32953,Regular School,High
120015000127,0.004764817807024493,0.27368321166261,-0.09955682645294706,64151.0,24.5482295482295,-0.2224562017839196,2016-2017,FL,32931,Regular School,High
120015000131,-0.07264448621736501,0.32108787267955896,0.0852058881200779,61726.0,23.8156288156288,-0.2680288062752486,2016-2017,FL,32937,Regular School,High
120015002977,0.011864913012846492,-0.030528232784228004,0.3048640194009299,56912.0,23.5225885225885,-0.11278305224662055,2016-2017,FL,32927,Regular School,High
120015003293,-0.006047195739391303,-0.03305368148309007,-0.07502168843075607,42979.0,21.5445665445665,-0.04365379734169955,2016-2017,FL,32908,Regular School,High
120015003296,0.001082830872984289,0.12442153722645899,0.15126869886440497,39558.0,26.2332112332112,-0.33490439614045636,2016-2017,FL,32935,Regular School,High
120015004244,0.015490916638850494,0.10785455007123601,0.11810744510658089,66603.0,22.960927960928,-0.3437867386733275,2016-2017,FL,32940,Regular School,High
120015007530,0.12629075562660852,-0.04761250063165201,0.03035993986926888,48565.0,19.2979242979243,0.06047414118863742,2016-2017,FL,32907,Regular School,High
120018000153,0.025273442033865487,-0.05241153967772805,-0.19453333159244807,35256.0,20.5677655677656,0.15720409352658743,2016-2017,FL,33020,Regular School,High
120018000157,0.018582576974326498,0.053051634211569,-0.2304366707840121,42275.0,19.0781440781441,0.30398300620168045,2016-2017,FL,33312,Regular School,High
120018000160,0.02064972121520149,-0.10739706333181703,0.0036866034021348915,51500.0,19.3223443223443,0.1654237876424624,2016-2017,FL,33024,Regular School,High
120018000168,0.2121599883079215,-0.31247498042778604,-0.4784399059869121,15942.0,17.6862026862027,0.34069127271961047,2016-2017,FL,33060,Regular School,High
120018000169,0.1257343451074695,-0.22844863542181204,-0.27665624509775905,28779.0,18.8827838827839,0.37036706825850946,2016-2017,FL,33311,Regular School,Other
120018000171,0.01531885456968149,-0.10872537084738304,-0.21490917962501205,25477.0,17.2710622710623,0.32532250961014947,2016-2017,FL,33009,Regular School,High
120018000217,0.019340513203678494,-0.03582572215345903,0.21050325377340595,31934.0,21.3003663003663,0.14996502953310148,2016-2017,FL,33305,Regular School,High
120018000225,0.0996099382578715,-0.07616657602944304,-0.07538970502153208,45759.0,20.0549450549451,0.06343083588647741,2016-2017,FL,33065,Regular School,High
120018000231,0.1040854523072585,-0.11816156749958406,-0.21010312126740005,43669.0,18.4676434676435,0.22173712872902146,2016-2017,FL,33334,Regular School,High
120018000234,-0.012992491990768712,0.027910268333232957,0.007323811264694946,38598.0,21.5201465201465,-0.0034560290027175755,2016-2017,FL,33314,Regular School,High
120018000241,-0.03833252548246441,0.056207131256252985,-0.13974590450236407,58329.0,19.0537240537241,0.14302249268855943,2016-2017,FL,33313,Regular School,High
120018000247,-0.0091363079883746,0.298793337395566,0.3466095255504089,84063.0,18.8339438339438,0.16709795240387543,2016-2017,FL,33021,Regular School,High
120018000249,-0.011998580907681813,0.1453667188334049,0.12398788712354791,59410.0,17.2466422466422,0.29829395216002547,2016-2017,FL,33066,Regular School,High
120018000251,0.09134732997406449,-0.25062102518391205,-0.36021687589624507,28689.0,20.1770451770452,0.1892294556586564,2016-2017,FL,33441,Regular School,High
120018000252,0.0555046180644775,0.07242660000913992,-0.32406836343958206,36660.0,18.0525030525031,0.3656953307711484,2016-2017,FL,33309,Regular School,High
120018000253,0.0747420066366455,0.047141218860357936,-0.21168012058327407,50984.0,20.4945054945055,0.17060118890581838,2016-2017,FL,33025,Regular School,High
120018000264,0.020106006221259493,-0.0062739420775210775,-0.10863166183363504,42384.0,18.1990231990232,0.11633630346866747,2016-2017,FL,33351,Regular School,High
120018000265,0.008169493388223495,0.07105418773961392,-0.10411621929298309,71325.0,22.2527472527473,-0.22760281192619358,2016-2017,FL,33328,Regular School,High
120018000272,-0.033717230700138406,-0.22100146892562805,0.09309546932550994,40247.0,19.957264957265,0.11878574251511748,2016-2017,FL,33317,Regular School,High
120018002117,-0.03669977650139801,0.16016766972752994,0.09780000174088488,86518.0,20.9340659340659,-0.021805976057889587,2016-2017,FL,33071,Regular School,High
120018002120,-0.0152955871553659,-0.057854884329787026,-0.0011094340106561074,53952.0,21.3247863247863,-0.11399679177811756,2016-2017,FL,33325,Regular School,High
120018002721,-0.0349022732892236,0.173479632456095,0.14483595898092394,97143.0,22.960927960928,-0.2437472256760166,2016-2017,FL,33076,Regular School,High
120018003029,-0.032133724009046405,0.21699668910467995,0.15866956695827694,82178.0,20.8608058608059,-0.04569348506080456,2016-2017,FL,33028,Regular School,High
120018003301,-0.004618603470670113,0.144152935222992,-0.1698616898014031,43324.0,22.7167277167277,-0.13525119962192955,2016-2017,FL,33060,Regular School,High
120018003545,0.01797909957816049,0.017938021784926983,-0.12866691461367108,43445.0,20.8363858363858,-0.19230595220406657,2016-2017,FL,33065,Regular School,Other
120018003684,0.02889932433940949,0.07822645095431902,0.2014572640188369,45954.0,26.5506715506715,-0.21861020162408556,2016-2017,FL,33314,Regular School,High
120018003815,-0.01183238641974721,0.151821301484796,0.21549677934257594,113203.0,23.0586080586081,-0.2910971159372646,2016-2017,FL,33332,Regular School,High
120018003823,0.006866249630714499,0.06798389117583592,0.23388007622878093,85717.0,20.2991452991453,-0.14951789255833559,2016-2017,FL,33029,Regular School,High
120018004037,0.036789167091087496,0.13121367711288,-0.037342117122164065,67855.0,20.4212454212454,0.016652773888004402,2016-2017,FL,33065,Regular School,High
120018004050,-0.016665773602289213,0.140859554038128,0.2532457094357279,83802.0,19.8107448107448,-0.03180821181077259,2016-2017,FL,33073,Regular School,High
120018004052,-0.03966344919666721,0.23790431946283797,0.08646019972187091,89750.0,20.2014652014652,-0.05218128769457259,2016-2017,FL,33027,Regular School,High
120018004058,0.02889932433940949,0.07822645095431902,0.2014572640188369,45954.0,23.3028083028083,-0.23257187866306359,2016-2017,FL,33301,Regular School,Other
120018004318,-0.000514435132925109,0.23381931193530492,0.17231713569727192,97593.0,22.1062271062271,-0.23620791398923957,2016-2017,FL,33331,Regular School,Other
120018007300,-0.036265995380070706,-0.038227829407728064,0.09807322578460098,51023.0,19.6398046398046,0.11323161121820341,2016-2017,FL,33024,Regular School,Other
120018007555,0.006866249630714499,0.06798389117583592,0.23388007622878093,85717.0,21.8376068376068,-0.23081779270507857,2016-2017,FL,33029,Regular School,High
120024000296,0.14523946239373448,-0.06247498042778599,-0.49680500789302606,26636.0,21.9352869352869,-0.016457632724762583,2016-2017,FL,33950,Regular School,High
120024000298,0.12587590202383547,0.008379168316245966,0.07005042475272993,44063.0,22.8388278388278,-0.06522334300466859,2016-2017,FL,34224,Regular School,High
120024002122,-0.04023298908505571,-0.010131186726382024,-0.11298278726896405,38237.0,21.1782661782662,0.06535061467987141,2016-2017,FL,33948,Regular School,High
120024007659,0.14523946239373448,-0.06247498042778599,-0.49680500789302606,26636.0,23.2295482295482,-0.40820258598391157,2016-2017,FL,33950,Regular School,High
120027000305,0.0916911151794745,-0.034469254017274076,-0.25262193918738507,32095.0,20.1526251526252,0.0498637776199114,2016-2017,FL,34452,Regular School,High
120027000314,0.025010033475040494,-0.18021824187152502,-0.09331563067688309,29109.0,21.3492063492064,0.07007220670805941,2016-2017,FL,34428,Regular School,High
120027002425,0.016855296569151496,-0.08281146360362701,-0.09300459596026411,35531.0,21.7399267399267,0.0016257721203083997,2016-2017,FL,34461,Regular School,High
120030000323,0.017575252056518498,-0.016608042017255076,-0.11536348021240606,39375.0,20.8852258852259,-0.03838858568057657,2016-2017,FL,32073,Regular School,High
120030000328,0.1017369909943175,-0.004019885941131007,0.09604561577597293,55221.0,21.4224664224664,-0.056144595352176585,2016-2017,FL,32656,Regular School,High
120030000330,0.02093234830978949,-0.08433201635877302,-0.37949884883382706,37944.0,21.6422466422466,-0.11683276923882657,2016-2017,FL,32043,Regular School,High
120030002053,-0.05533113295032291,0.048333182807513975,-0.030678576319865036,58974.0,20.3235653235653,-0.08644305896122656,2016-2017,FL,32068,Regular School,High
120030002494,-0.0160579837625094,-0.02350538128869506,-0.05392413619014902,47981.0,21.9108669108669,-0.14939293925480157,2016-2017,FL,32065,Regular School,High
120030004062,0.017606494771558498,0.11383360317070801,0.010177596727175886,86081.0,22.9120879120879,-0.3059478349767616,2016-2017,FL,32003,Regular School,High
120030007558,-0.009480226688249202,0.13630013037312994,0.09341319418404892,82955.0,20.1037851037851,-0.20501066787756758,2016-2017,FL,32065,Regular School,High
120033000343,0.00250956248102549,0.084382566752217,0.16185228932258489,61088.0,21.6910866910867,-0.04661878143894155,2016-2017,FL,34102,Regular School,High
120033000354,0.06811475797600948,-0.251997808188448,0.011436365377248903,44471.0,20.5433455433455,0.1868084030270774,2016-2017,FL,34113,Regular School,High
120033000355,-0.021575735615077807,-0.47641543419874793,-0.2878379408108851,18861.0,17.5396825396825,0.4512859717680325,2016-2017,FL,34142,Regular School,High
120033000357,-0.043772997463773805,0.13238594960263594,0.02277013316262988,48660.0,22.8144078144078,-0.17829852999289958,2016-2017,FL,34109,Regular School,High
120033003336,-0.013984726903373212,0.15034007912622094,0.13258261043653696,63483.0,22.3260073260073,-0.22255379768611658,2016-2017,FL,34119,Regular School,High
120033003959,0.018126005871877487,0.03246149431980694,-0.14655797491281108,43057.0,18.6385836385836,0.2466605716281774,2016-2017,FL,34116,Regular School,High
120033003960,-0.041863305108277606,-0.012730576655138992,-0.06534269034461404,59273.0,20.4212454212454,-0.0195214485397176,2016-2017,FL,34120,Regular School,High
120036000358,0.028295427835644496,-0.010757926114714045,-0.16021340471859108,44231.0,21.4468864468864,0.026424385269030404,2016-2017,FL,32025,Regular School,High
120036004331,0.12847610860576547,-0.030765727521851027,0.1184712450665909,42857.0,20.1526251526252,0.11130130194102944,2016-2017,FL,32038,Regular School,Other
120039000589,-0.012979285202580501,0.01342702894214498,-0.048736265577778104,33465.0,18.3699633699634,0.27894793791079847,2016-2017,FL,33015,Regular School,High
120039000590,-0.0696929367356022,0.36543511693015396,0.15417255076049297,122750.0,20.4700854700855,0.1941656956296534,2016-2017,FL,33146,Regular School,High
120039000591,-0.01844445153564861,-0.19393740148082506,-0.16393491679720407,38911.0,15.5128205128205,0.3430098568173164,2016-2017,FL,33013,Regular School,High
120039000592,-0.002074492651911411,0.15156840031774999,0.18758224629699893,66385.0,15.3174603174603,0.30764925813396543,2016-2017,FL,33014,Regular School,High
120039000593,0.1142936437024465,-0.33037949596097504,-0.07914235414883908,25114.0,15.7814407814408,0.4389398909163504,2016-2017,FL,33034,Regular School,High
120039000594,-0.0980251968772635,0.10793877101435301,0.36446666840755193,36250.0,19.5665445665446,0.15945781669468745,2016-2017,FL,33139,Regular School,High
120039000595,0.09726401003985048,-0.18048583845517402,-0.09283749531863006,45873.0,16.2698412698413,0.38585427458671046,2016-2017,FL,33056,Regular School,High
120039000596,0.1769881792597085,-0.22724463720186405,-0.10858722380801711,21844.0,14.6825396825397,0.3637936297209134,2016-2017,FL,33147,Regular School,High
120039000599,0.0681409692889025,0.031768031163088906,0.060483439896021896,37332.0,19.2246642246642,0.2712097991876364,2016-2017,FL,33165,Regular School,High
120039000600,0.0985629428465385,-0.31121789438191905,-0.3705202767621611,24715.0,14.6336996336996,0.4589122404988604,2016-2017,FL,33127,Regular School,High
120039000601,0.1027526349166115,-0.355521181034247,-0.19147738753650406,15170.0,15.9035409035409,0.4555558777745525,2016-2017,FL,33142,Regular School,High
120039000602,-0.0738549227069893,0.18589599174904192,0.18149430096916497,94439.0,19.5909645909646,0.08628063650903944,2016-2017,FL,33176,Regular School,High
120039000603,0.08113446698828249,-0.06922540662218701,-0.05892955800754207,59688.0,15.7326007326007,0.3309637790370214,2016-2017,FL,33169,Regular School,High
120039000604,0.1082327852427875,-0.23346706711245002,-0.526506367934769,23190.0,15.5128205128205,0.3946479621207704,2016-2017,FL,33150,Regular School,High
120039000605,-0.0112343416698122,0.279633919990517,0.23039726777663694,97500.0,22.2771672771673,-0.11705452991323156,2016-2017,FL,33156,Regular School,High
120039000606,-0.021465650563463903,0.04342760099223797,-0.41196837690966903,23644.0,18.1257631257631,0.4000391722578464,2016-2017,FL,33135,Regular School,High
120039000607,0.00544655261218549,0.19074564902917301,0.10564313899578692,70306.0,18.980463980464,0.29549927086598843,2016-2017,FL,33166,Regular School,High
120039000608,-0.043742328351367106,0.041121945096157964,0.17956100803019392,65854.0,18.3211233211233,0.18205775232431848,2016-2017,FL,33183,Regular School,High
120039000609,0.048713933557519504,-0.015074962406970038,0.07326666840755192,29519.0,18.8827838827839,0.2698327932709795,2016-2017,FL,33162,Regular School,High
120039000610,0.09822948477067649,-0.16620152486979406,0.03423018192106497,32333.0,16.4407814407814,0.40771634952589747,2016-2017,FL,33161,Regular School,High
120039000612,-0.005391621158009605,0.11282613679187292,0.14328469064277694,60673.0,18.1990231990232,0.3284463182968124,2016-2017,FL,33030,Regular School,High
120039000613,-0.049129869097473605,0.2651706532460699,0.21134166840755197,60521.0,18.2967032967033,0.26408396628530945,2016-2017,FL,33155,Regular School,High
120039000614,0.015237145813927488,-0.23436362574315406,-0.2888461204984571,27561.0,16.5873015873016,0.36380935269469344,2016-2017,FL,33157,Regular School,High
120039000615,-0.0181037162266746,-0.04210785302769804,-0.14087901940428005,52715.0,19.4688644688645,0.24440726053263145,2016-2017,FL,33165,Regular School,High
120039001443,-0.017854923730757713,0.16643893849855695,0.013369489724165962,36651.0,26.1355311355311,-0.1514091701946796,2016-2017,FL,33176,Regular School,High
120039001478,0.1769881792597085,-0.22724463720186405,-0.10858722380801711,21844.0,16.7826617826618,0.3692446710954084,2016-2017,FL,33147,Regular School,High
120039002735,-0.0009962386222804043,0.042674093801670976,0.26058153327241695,85893.0,18.8583638583639,0.21717203939071344,2016-2017,FL,33185,Regular School,High
120039002736,0.028079968315849482,0.0054972921380259665,-0.17850208159244807,37350.0,23.1074481074481,-0.12585826363958957,2016-2017,FL,33137,Regular School,High
120039002809,,,,,25.8424908424908,-0.22133700817673657,2016-2017,FL,33149,Regular School,Other
120039002810,,-0.23007955951641706,,,22.6190476190476,-0.17752493030625557,2016-2017,FL,33132,Regular School,High
120039002988,0.05530138198123048,-0.16180483362323506,-0.011160571735817082,34725.0,19.4200244200244,0.11776878150135345,2016-2017,FL,33018,Regular School,High
120039003052,0.048644362680124495,-0.042819570068532986,-0.021397705995504057,56169.0,22.5457875457875,-0.0998976979329726,2016-2017,FL,33157,Regular School,High
120039003164,0.10970226469315648,-0.06831562894910603,0.01915728717002696,49479.0,20.8363858363858,-0.20748763828101258,2016-2017,FL,33168,Regular School,Other
120039003345,-0.0268011453382513,-0.04100204916704209,-0.054695008239155074,61118.0,21.3980463980464,0.059021106128997414,2016-2017,FL,33179,Regular School,High
120039003562,0.24760321842328248,-0.27252651979874404,-0.4002392139453891,16328.0,14.8046398046398,0.4756629891568314,2016-2017,FL,33136,Regular School,High
120039003699,-0.0597577452372299,0.28329681368055293,0.08436987469914292,62158.0,20.2258852258852,-0.014875050210332585,2016-2017,FL,33172,Regular School,High
120039003838,0.1002962205924285,-0.18892971578519402,-0.13457913311916603,29637.0,20.3724053724054,0.18672831016578945,2016-2017,FL,33016,Regular School,High
120039003973,-0.051562683677685905,0.3438706939086089,0.330375759316643,64236.0,19.2979242979243,-0.1389556087723326,2016-2017,FL,33133,Regular School,High
120039003975,0.061854893055287505,-0.012228157220773084,-0.14728267885093405,44224.0,17.0757020757021,0.22837287294111747,2016-2017,FL,33032,Regular School,High
120039003977,-0.055120906448220604,-0.255403535839318,0.16225497804420297,25616.0,19.8107448107448,0.10319646272856947,2016-2017,FL,33135,Regular School,High
120039004077,0.018385059532992493,-0.052387906830463016,0.2898994247324519,48171.0,19.981684981685,0.0642755735514044,2016-2017,FL,33185,Regular School,High
120039004078,0.036396913675500506,-0.17985545882428305,-0.11788627276891905,37760.0,19.3223443223443,0.17191951413818846,2016-2017,FL,33177,Regular School,High
120039004339,-0.0331294335954881,0.127867452832231,0.03944174318322491,55098.0,20.4945054945055,0.18544371318386038,2016-2017,FL,33014,Regular School,High
120039004340,-0.01896060890398961,0.186833922628591,0.1566129107907609,62765.0,18.3699633699634,0.14849537052471046,2016-2017,FL,33196,Regular School,High
120039004726,-0.0980251968772635,0.17951230233735394,0.2195391321756679,48250.0,20.6654456654457,-0.07536708576643758,2016-2017,FL,33178,Regular School,High
120039005493,-0.0597577452372299,0.28329681368055293,0.08436987469914292,62158.0,20.982905982906,-0.09797947576080157,2016-2017,FL,33172,Regular School,High
120039005861,0.04383025080342649,-0.26852791275264803,-0.18589304382266408,25490.0,19.7619047619048,0.37487148280444244,2016-2017,FL,33012,Regular School,High
120039006229,0.026003191091644492,-0.18037756581008801,-0.03339165119706111,43882.0,18.1746031746032,0.2826313196937444,2016-2017,FL,33018,Regular School,High
120039007016,-0.0270079224050946,-0.31774810002121,-0.31568747417433607,16258.0,22.3260073260073,0.11481344081045247,2016-2017,FL,33130,Regular School,Other
120039007077,-0.030275456123720512,0.042829893956154996,0.19499990434619296,78531.0,19.004884004884,0.12177582652164848,2016-2017,FL,33015,Regular School,High
120039007242,-0.0270079224050946,-0.31774810002121,-0.31568747417433607,16258.0,19.4688644688645,0.4278338987777854,2016-2017,FL,33130,Regular School,High
120039007453,0.032540386756912495,0.047472909657899964,0.053767079930185924,50703.0,18.1257631257631,0.09277012551511538,2016-2017,FL,33185,Regular School,High
120039007454,-0.0010073042331283089,-0.05427932304124106,0.21040762781714595,46950.0,16.7826617826618,0.27515469277972743,2016-2017,FL,33016,Regular School,Other
120039007456,-0.043742328351367106,0.041121945096157964,0.17956100803019392,65854.0,24.3772893772894,-0.1064162665764466,2016-2017,FL,33183,Regular School,High
120039007496,0.20300270326957948,-0.16490958781705506,-0.5052603787388501,14000.0,20.6166056166056,0.23151262837919045,2016-2017,FL,33128,Regular School,High
120039007599,0.028079968315849482,0.0054972921380259665,-0.17850208159244807,37350.0,20.5677655677656,-0.22174841515474059,2016-2017,FL,33137,Regular School,Other
120039007634,0.013050037220250499,0.17513056974292796,0.004189532148890951,43660.0,22.5946275946276,-0.14459459864051555,2016-2017,FL,33173,Regular School,High
120039007635,0.08708444106256348,0.027441430184432014,-0.25665134401480805,25060.0,19.3223443223443,0.09964401946543339,2016-2017,FL,33160,Regular School,High
120039007923,-0.00047149759325400276,-0.28422784896992603,0.007449124547902919,28661.0,18.1501831501831,0.1222096769124274,2016-2017,FL,33030,Regular School,High
120042000620,0.032519157961446485,-0.22880309922800807,-0.22396308365856404,37471.0,19.3956043956044,0.2779363403638924,2016-2017,FL,34266,Regular School,High
120048000648,-0.038827233796423305,0.26467804022805996,0.10490382687749689,45172.0,17.7106227106227,0.10902758110926941,2016-2017,FL,32205,Regular School,High
120048000649,0.1386204090963145,-0.22052489778140105,-0.4941512823470151,20212.0,15.976800976801,0.2755302289899874,2016-2017,FL,32206,Regular School,High
120048000651,0.055098886431624486,-0.19257112021744804,0.1391515423571319,50797.0,18.5164835164835,-0.05802836995603655,2016-2017,FL,32234,Regular School,Other
120048000671,0.055121656269589495,-0.24223356598635404,-0.5675508754520971,26369.0,23.5225885225885,-0.22652493030625556,2016-2017,FL,32254,Regular School,High
120048000681,0.0342328676388655,-0.11708510173408704,-0.06027722442144712,42854.0,17.7106227106227,0.1115527395966564,2016-2017,FL,32211,Regular School,High
120048000685,0.006027090704435495,-0.05739087137253207,-0.24009230086895905,33693.0,16.4652014652015,0.1668626365633254,2016-2017,FL,32207,Regular School,High
120048000691,0.0836952332302635,-0.17763491188881403,-0.534813907132016,25517.0,16.0989010989011,0.12043740808609943,2016-2017,FL,32208,Regular School,High
120048000706,0.0876553696058205,-0.17101562194409703,-0.4548104400261831,19228.0,26.4529914529915,-0.32505071481360726,2016-2017,FL,32209,Regular School,High
120048000714,0.053350949911727494,-0.18264305191649105,-0.43988115767940505,27548.0,15.3174603174603,0.21359843179026045,2016-2017,FL,32209,Regular School,High
120048000748,-0.06455062060607711,0.273144131229491,0.29566666840755196,68026.0,21.6666666666667,-0.16930622329112557,2016-2017,FL,32266,Regular School,High
120048000749,0.006612812172510488,-0.06593170476491705,-0.10952552925174608,26196.0,17.1489621489621,0.1702329753443404,2016-2017,FL,32217,Regular School,High
120048000759,0.005030214826516499,0.11062876680007594,0.08450548451623696,55728.0,20.4700854700855,-0.07365768159347358,2016-2017,FL,32246,Regular School,High
120048000762,0.09512956502749849,-0.07992673771005104,-0.29114272406356206,43768.0,15.7326007326007,0.06312593500600944,2016-2017,FL,32244,Regular School,High
